-1, -1, -1, -1, -1, -1, -1, -1,266,267,268, 272,305,306,307,274, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1,68,68,68,68,68,68,68, -1, -1, -1, -1,272,305,306,307,274, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1,313, -1, -1, -1, -1, -1, -1,308,309,310, -1, -1, -1,660,661,661,661,662, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1,68, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -1, -1, -1, -1, -1,297,298
-1, -1, -1, -1, -1, -1, -1, -1,266,267,268, 272,305,306,307,274, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1,68,68,68,68,68,68,68, -1, -1, -1, -1,272,305,306,307,274, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1,313, -1, -1, -1, -1, -1, -1,308,309,310, -1, -1, -1,660,661,661,661,662, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1,68, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -1, -1, -1, -1, -1,297,298
-1, -1, -1, -1, -1, -1, -1, -1,266,267,268, 272,305,306,307,274, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1,68,68,68,68,68,68,68, -1, -1, -1, -1,272,305,306,307,274, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1,313, -1, -1, -1, -1, -1, -1,308,309,310, -1, -1, -1,660,661,661,661,662, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1,68, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -1, -1, -1, -1, -1,297,298
-1, -1, -1, -1, -1, -1, -1, -1,266,267,268, 272,305,306,307,274, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1,68,68,68,68,68,68,68, -1, -1, -1, -1,272,305,306,307,274, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1,313, -1, -1, -1, -1, -1, -1,308,309,310, -1, -1, -1,660,661,661,661,662, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1,68, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -1, -1, -1, -1, -1,297,298
-1, -1, -1, -1, -1, -1, -1, -1,266,267,268, 272,305,306,307,274, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1,68,68,68,68,68,68,68, -1, -1, -1, -1,272,305,306,307,274, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1,313, -1, -1, -1, -1, -1, -1,308,309,310, -1, -1, -1,660,661,661,661,662, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1,68, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -1, -1, -1, -1, -1,297,298
-1, -1, -1, -1, -1, -1, -1, -1,266,267,268, 272,305,306,307,274, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1,68,68,68,68,68,68,68, -1, -1, -1, -1,272,305,306,307,274, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1,313, -1, -1, -1, -1, -1, -1,308,309,310, -1, -1, -1,660,661,661,661,662, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1,68, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -1, -1, -1, -1, -1,297,298
-1, -1, -1, -1, -1, -1, -1, -1,266,267,268, 272,305,306,307,274, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1,68,68,68,68,68,68,68, -1, -1, -1, -1,272,305,306,307,274, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1,313, -1, -1, -1, -1, -1, -1,308,309,310, -1, -1, -1,660,661,661,661,662, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1,68, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -1, -1, -1, -1, -1,297,298
-1, -1, -1, -1, -1, -1, -1, -1,266,267,268, 272,305,306,307,274, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1,68,68,68,68,68,68,68, -1, -1, -1, -1,272,305,306,307,274, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1,313, -1, -1, -1, -1, -1, -1,308,309,310, -1, -1, -1,660,661,661,661,662, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1,68, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -1, -1, -1, -1, -1,297,298
-1, -1, -1, -1, -1, -1, -1, -1,266,267,268, 272,305,306,307,274, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1,68,68,68,68,68,68,68, -1, -1, -1, -1,272,305,306,307,274, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1,313, -1, -1, -1, -1, -1, -1,308,309,310, -1, -1, -1,660,661,661,661,662, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1,68, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -1, -1, -1, -1, -1,297,298
-1, -1, -1, -1, -1, -1, -1, -1,266,267,268, 272,305,306,307,274, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1,68,68,68,68,68,68,68, -1, -1, -1, -1,272,305,306,307,274, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1,313, -1, -1, -1, -1, -1, -1,308,309,310, -1, -1, -1,660,661,661,661,662, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1,68, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -1, -1, -1, -1, -1,297,298
